CompACT,HStile,HSGPA,ActionDate,ApplDate,BDt,TotalSAT,Gender,Ethnicity,AcadPlan,Enroll18,zipdisk
12.34346752,43.17368182,4.686923359,141.0406521,124.192402,10994.07261,882.7500395,F,Hispanic,DPSYC-BA,notEnroll,55.14743265
-2.01614945,16.39255534,1.596497142,138.6887681,125.3753286,11037.50763,861.0136098,F,African American,DPBHLTH-BA,notEnroll,353.8362188
9.944305117,56.5610624,3.811414757,115.1922866,144.5586651,10579.04398,467.5850801,M,Hispanic,DCRJS-BS,notEnroll,436.7204392
-0.275948722,14.6900092,-0.642807732,177.2902634,188.3955566,10903.42792,187.9111791,M,Hispanic,DCSIT-BA,notEnroll,-33.92453006
21.45990598,52.66749262,3.592347896,519.8662204,117.1864394,11083.17367,969.2501266,F,Hispanic,DPBHLTH-BA,notEnroll,173.7412291
2.849333809,14.86177713,1.074765582,167.7032317,72.84729811,11064.5723,639.5769579,M,Hispanic,DHPMGT-BBA,notEnroll,-502.8455885
15.7601072,11.61549683,3.312698378,485.9456344,141.3750767,11254.87213,630.7862451,M,Hispanic,DBUND,notEnroll,175.2277972
8.673312284,8.047201766,-0.149117829,193.3732607,86.18047837,11110.3313,-251.3488632,F,African American,DHROB-BBA,notEnroll,225.3079692
-9.195270706,8.408477327,0.437302771,181.8834519,157.9521397,10999.16346,937.0318184,F,African American,DPOLS-BA,notEnroll,241.2166991
-5.151387144,-24.51327194,0.461645197,201.3093545,181.2604244,11125.6681,1008.79708,F,Asian,DPSYC-BA,notEnroll,535.042649
3.170525495,-0.522818355,-1.280150868,170.2880445,175.0627407,11045.24755,940.3238468,F,Asian,DPSYC-BA,notEnroll,54.78298862
0.627043916,13.84077794,-0.443070928,191.481594,168.7886905,10683.41102,92.44454752,F,African American,DPBHLTH-BS,notEnroll,213.8624766
1.0059003,-18.27717495,1.444532632,111.6560612,137.597533,11074.71052,122.5940396,M,Hispanic,DBUND,notEnroll,477.3023536
1.962158923,-26.35473239,-0.41183501,170.9164496,160.9083762,11009.70955,794.292355,F,Asian,DACCT-BBA,notEnroll,25.62741052
-2.067743727,-3.791804744,-0.40011157,113.9615331,181.1595234,11524.61192,1141.710359,F,Asian,DBIOL-BS,notEnroll,102.226094
9.44230005,59.53080253,3.143652495,99.46700197,46.35955077,10888.2698,677.9630106,M,Hispanic,DCRJS-BS,notEnroll,159.9553372
18.08606323,36.38715,3.411127913,485.8573449,154.93128,11336.11092,870.2507316,M,Hispanic,DCOMM-BA,notEnroll,-287.8099668
-1.714084795,-6.957434813,0.43252518,134.391387,120.1999919,10980.48872,-120.2898211,M,Hispanic,DCRJS-BS,notEnroll,258.9737374
15.71116494,-3.570549603,-1.379953283,131.4797419,112.3493267,11376.26192,-259.2024362,F,Hispanic,DPBHLTH-BS,notEnroll,192.4128929
-5.556483062,5.337296694,-0.903481914,116.5448847,105.7722619,10820.57336,-24.01571362,F,Hispanic,DCDFS-BS,notEnroll,98.77655242
-6.1442986,-18.41699507,0.07295738,71.7982696,79.2860063,10636.07359,6.429685376,F,Hispanic,DPSYC-BA,notEnroll,215.1091535
17.26971355,-5.121279464,-1.085994545,128.839894,65.88268536,11275.14906,-84.26771632,F,Hispanic,DHPMGT-BBA,notEnroll,-42.54649591
12.77815577,7.739503943,0.252035299,39.10882439,156.9777739,11148.51218,650.4720164,F,Hispanic,DBUND,notEnroll,159.7854194
-6.803320884,58.31873864,3.292175783,451.6013888,259.852684,10959.12689,863.9994151,F,Hispanic,DCRJS-BS,notEnroll,57.71206508
1.483264575,3.975904212,-0.260263028,188.2677027,244.3829385,3879.383105,-327.8998427,M,African American,DCRJS-BS,notEnroll,-178.5973942
0.109130475,-9.564615119,0.085083392,376.8001108,222.0626503,11260.86054,120.0055546,F,Hispanic,DPSYC-BA,notEnroll,-10.44006538
-0.613197945,-17.14726829,-0.451416816,195.4477585,206.3548362,11444.45441,-67.08893033,M,Hispanic,DHSML-BS,notEnroll,-242.0854684
3.3552947,-33.54478453,-0.228417785,97.15062018,97.92845805,10976.89633,-336.8147846,M,African American,DCOMM-BA,notEnroll,131.009112
-2.383814703,50.51617858,3.846154077,190.6935803,204.0966039,11634.7112,44.07427623,M,African American,DCOMM-BA,notEnroll,253.0691348
2.418175048,-4.024728819,-0.664089293,67.8779805,94.25964972,11353.15793,901.1092613,F,Hispanic,DPOLS-BA,notEnroll,44.41821968
-4.035970285,30.26017788,3.043340482,418.7151712,118.060583,11271.06298,599.3545048,M,Hispanic,DGNBU-BBA,notEnroll,26.64754684
7.627105036,91.3532837,3.586731528,312.2071405,93.21224497,11206.19299,1828.326048,M,African American,DGNBU-BBA,notEnroll,361.8378228
4.986003063,24.85903128,-0.568508148,466.390996,382.4549962,11212.40134,144.2483304,F,African American,DBIOL-BA,notEnroll,251.9786799
4.435106029,54.60344533,2.999997504,424.8680684,113.522815,11150.35258,1184.248744,F,Hispanic,DBIOL-BS,notEnroll,209.433134
23.63678147,2.868988131,3.136570069,596.2597196,337.8163167,11005.45482,369.4029745,M,Hispanic,DCSIT-BA,notEnroll,260.2320055
23.34317858,-16.06513465,0.151744371,302.6021213,218.7270042,11454.37597,1452.49369,F,Hispanic,DCRJS-BS,notEnroll,-27.43649203
2.581519232,63.38355322,5.008962787,389.6760643,229.295409,11199.88709,253.2958754,F,Hispanic,DBIOL-BS,notEnroll,553.6180319
2.76182011,-21.28127367,-0.538215568,61.35462123,141.659941,11497.08857,-773.0977301,F,Hispanic,DACCT-BBA,notEnroll,1063.159479
8.1088011,47.72371281,2.656656252,501.4226805,144.9960509,11077.63069,-59.971892,M,Hispanic,DACCT-BBA,notEnroll,322.3142518
-2.495757378,4.247855815,-0.25436534,36.20813568,81.23493776,11112.10392,-298.20398,M,African American,DCDFS-BS,notEnroll,-15.70391405
4.211898604,20.33544091,0.707769442,51.73934795,73.35845788,11468.53935,377.4937069,F,Hispanic,DPSYC-BA,notEnroll,92.11165127
-0.576465547,70.3648102,5.154161255,453.8423429,146.8713664,11292.89941,473.0075605,F,Hispanic,DPBHLTH-BS,notEnroll,-54.56745776
0.140385029,22.36417107,1.067281361,116.6634956,80.33148713,11006.54298,307.6402297,M,Hispanic,DPBHLTH-BA,notEnroll,-4.521304501
24.14173076,79.45939512,3.899053393,431.630537,98.46483429,11336.85528,1499.950488,M,African American,DGNBU-BBA,notEnroll,162.3449937
15.68825553,103.6645624,3.07061319,516.1057767,185.0313144,11475.70851,391.8544819,F,Hispanic,DPBHLTH-BA,notEnroll,36.34125655
16.08755225,0.822125809,1.739660856,254.4267589,196.2377889,10909.27874,931.7319138,M,Hispanic,DHROB-BBA,notEnroll,-105.4979146
-4.569606574,94.35058503,2.683801655,360.631276,131.7951114,11218.15911,858.1295191,F,Hispanic,DCOMM-BA,notEnroll,253.2794735
-9.245564664,-25.62287744,0.037810744,469.1841248,257.2674163,11362.3511,999.6558504,F,African American,DCDFS-BS,notEnroll,13.42149496
16.23332973,2.194520974,-1.154985845,-45.43587471,134.687088,11017.30198,13.1996313,M,African American,DCOMM-BA,notEnroll,72.096466
2.082851178,-10.40460129,0.046911632,44.48689484,154.7888247,11194.42977,-358.5927997,M,Hispanic,DGNBU-BBA,notEnroll,285.2615405
-2.438044196,-22.28599294,3.521698987,206.4222363,187.5913571,11209.75904,-52.8246049,F,African American,DPBHLTH-BA,notEnroll,1287.168074
2.309123697,31.86134496,2.578706259,357.1246836,313.9732505,11519.03886,-26.35520629,F,African American,DPBHLTH-BA,notEnroll,331.2225028
3.254118422,3.966096133,0.729460925,255.6535072,297.3583131,11516.30045,885.2701411,M,African American,DCSIT-BA,notEnroll,374.6419542
1.66238627,63.38834593,3.774679583,474.1269487,196.6033005,11420.29447,901.0196056,M,Hispanic,DBUND,notEnroll,-146.4905522
-9.474620667,-0.237352358,-1.7171955,115.1563645,209.9680407,11753.78749,914.7125562,F,Hispanic,DCRJS-BS,notEnroll,81.8370214
-0.860269111,16.77980671,4.057824733,501.745324,102.9900428,11259.57853,986.2932443,M,African American,DBIOL-BS,notEnroll,269.8143528
1.094243092,-28.93651131,0.348549812,173.3889566,207.1661098,10972.80472,-312.99054,F,Hispanic,DBIOL-BS,notEnroll,977.4690332
18.45636095,11.45383685,-0.519959619,146.6823976,182.7843411,10692.77929,-344.2730491,F,Hispanic,DBUND,notEnroll,813.8672503
24.64748165,-5.350103519,0.224202852,210.039968,194.0921662,11230.94017,103.4530803,M,Hispanic,DGNBU-BBA,notEnroll,-312.5344926
-0.765875833,-2.532313262,2.86575311,391.5316546,111.0263302,11088.65687,793.98677,M,Hispanic,DGNBU-BBA,notEnroll,-91.61281971
2.520257926,-12.07688836,0.217713985,198.9211457,290.1481346,11047.6053,-93.91456654,F,Hispanic,DPSYC-BA,notEnroll,108.2174894
-3.166642672,108.5361465,2.632340855,471.596442,177.212142,11245.30786,1365.770592,M,Hispanic,DCSIT-BA,notEnroll,91.67871591
20.7751805,-4.259802976,0.943739743,165.9389958,226.4126983,10702.42082,231.8175089,F,Hispanic,DPBHLTH-BS,notEnroll,-17.71543331
13.88144595,24.7345398,0.024416955,281.0350809,175.7457085,11802.75693,1088.565775,F,Asian,DBIOL-BA,notEnroll,58.33874492
19.11634115,73.68388991,3.122008027,448.9493747,119.3150404,11189.17231,957.4967671,M,African American,DACCT-BBA,notEnroll,-118.6231647
10.6503037,23.3562806,-0.72280149,122.4429697,73.78863024,11221.74628,-186.1285327,M,Hispanic,DBUND,notEnroll,479.9514854
-2.753653013,6.416920765,-1.393931195,271.6270529,279.0986842,11128.12979,-38.93136944,F,Hispanic,DPSYC-BA,notEnroll,216.6348296
24.47419288,51.59228431,5.445710971,405.6777409,88.66255229,10980.05752,866.0036263,M,Asian,DCSIT-BA,notEnroll,451.4703271
2.086007111,-24.89076316,0.22414486,184.5855301,160.9137803,11213.52068,-195.2273146,F,White,DCRJS-BS,notEnroll,2210.896735
17.81460998,-8.011813706,0.395759584,134.6410556,136.770182,11191.45136,140.6496191,F,Hispanic,DHPMGT-BBA,notEnroll,582.4339736
2.091247214,18.28034953,0.004820787,93.49940669,138.7122332,11185.12888,-636.4487043,M,African American,DCOMM-BA,notEnroll,-177.6253747
-5.893086056,3.239521509,0.116240913,256.6199241,256.4938787,10460.40058,346.1429277,M,African American,DPBHLTH-BS,notEnroll,-275.5064404
7.706411712,-3.206469617,-1.039975213,189.2488568,182.4426335,11001.83533,336.9174077,F,African American,DBIOL-BA,notEnroll,169.4444766
9.139150957,-17.22303133,-0.031178886,289.3995293,253.7126157,11147.76843,-222.4783227,F,African American,DHPMGT-BBA,notEnroll,222.03756
15.4895874,28.39898866,0.657586816,262.1088546,330.3972548,10588.37262,-91.52207159,F,Hispanic,DCDFS-BS,notEnroll,-90.7667892
-3.937262658,36.20495505,3.058762212,342.041295,242.4946634,10878.71701,663.3672162,F,African American,DACCT-BBA,notEnroll,19.00521444
-4.709132027,13.65489481,3.341580355,410.8669154,93.79305083,11310.96379,803.0554505,F,Hispanic,DACCT-BBA,notEnroll,257.7001806
-2.785256346,90.46535631,3.201528081,386.2538531,283.8393732,11423.39608,778.5645075,F,Hispanic,DPSYC-BA,notEnroll,200.3580184
-2.815362731,5.382747047,1.842430103,149.8915684,205.3435538,11033.40346,-276.4568282,F,African American,DACCT-BBA,notEnroll,43.84132335
1.367956481,55.83069217,3.675277075,362.9276826,79.62196217,10642.38927,438.2218966,M,African American,DBUND,notEnroll,114.2761552
-1.736553221,-9.845723391,0.078013263,117.3305689,91.09262416,10702.89891,548.1511192,F,Hispanic,DPBHLTH-BA,notEnroll,501.7626251
-15.24330365,21.62169472,0.727872118,17.81338079,72.97980783,11096.42551,948.4165756,M,Hispanic,DUNDECIDED,notEnroll,57.95843093
-4.275452857,19.01225204,0.073640832,119.763159,96.5220047,11007.57782,-231.0487811,F,African American,DUNDECIDED,notEnroll,226.7930618
-1.75941794,4.54328905,-0.011209478,344.5028899,249.3186551,11564.3332,230.1883413,F,Hispanic,DCRJS-BS,notEnroll,641.8083634
3.835854538,46.305051,-1.0045196,216.4228065,197.5613095,10787.11031,778.3551004,F,Hispanic,DBIOL-BS,notEnroll,646.3568059
15.13877528,1.584833906,-1.351422031,220.6640289,333.6852527,10564.74464,127.0563461,F,African American,DPSYC-BA,notEnroll,-249.0523676
18.335045,-4.71415148,3.677054285,500.6881998,172.1716555,11025.37501,-217.7023613,F,African American,DPOLS-BA,notEnroll,-12.10307217
5.351259781,4.292570197,-0.000355416,64.60857243,47.54017204,11025.24047,93.82949295,M,Hispanic,DCSIT-BA,notEnroll,295.1026929
4.011515301,-23.18345889,-0.577718403,10.33115083,193.496101,10952.12599,-158.0004347,M,Hispanic,DBUND,notEnroll,854.4942171
-5.893989882,70.51164844,3.718715257,145.9593392,206.1292326,10774.44171,1114.266126,F,Hispanic,DBUND,notEnroll,19.96286626
0.628910561,-14.20499201,1.021446777,324.1394368,179.8046381,11197.79788,577.2953391,F,African American,DBIOL-BA,notEnroll,227.1129343
-8.174918017,31.12689182,4.303970995,331.4678528,290.181133,11459.27969,-153.2536463,M,African American,DPSYC-BA,notEnroll,749.357731
23.59254073,10.98744613,3.369098281,439.0044177,97.17109706,11501.0338,1129.484986,F,Hispanic,DBIOL-BS,notEnroll,-122.0467517
-8.389306982,-7.171598716,-0.096535266,176.608963,84.82947393,11293.02889,989.8727524,F,Hispanic,DCRJS-BS,notEnroll,379.6378252
9.737731259,43.70209747,4.097858975,496.7674458,108.3378937,11114.3263,925.2663964,F,Hispanic,DACCT-BBA,notEnroll,-329.39571
3.111608356,17.42565625,-0.042342238,-53.23923411,56.1897919,10983.13629,1008.662278,F,Hispanic,DBIOL-BS,notEnroll,-45.95079019
-4.656257213,3.780619479,0.286525146,70.67150618,37.46610498,11570.08897,-257.1098101,M,Hispanic,DUNDECIDED,notEnroll,27.01007641
1.838634594,10.99957396,-0.272601775,158.2532269,159.093997,11113.64892,145.1659915,M,Hispanic,DCOMM-BA,notEnroll,-264.9597275
20.00561174,-19.09271669,-0.35927752,249.261031,147.1394677,11176.39627,-81.13048122,M,Hispanic,DPSYC-BA,notEnroll,176.99314
-2.87860965,42.0311932,4.763396554,551.4862445,182.5309833,11252.78459,837.0078637,M,Hispanic,DUNDECIDED,notEnroll,154.6781822
17.22082958,53.90560438,3.3748669,460.4792783,203.9051141,10988.51665,890.6680312,M,Hispanic,DHPMGT-BBA,notEnroll,-137.7562847
2.713928258,-6.945931082,0.798845125,358.8355435,304.3035324,11576.70652,-494.1935379,F,Hispanic,DPSYC-BA,notEnroll,-346.2157825
-2.347986754,-3.770772188,-2.318320293,176.0923752,222.4453476,10726.184,810.135096,M,African American,DUNDECIDED,notEnroll,-50.76736299
0.913228862,14.2499013,-0.69037957,333.1212638,174.019072,11009.70057,1150.839781,F,African American,DBIOL-BS,notEnroll,1241.843296
14.1558952,23.15412787,-0.073804039,265.6258107,155.8684619,11097.30656,198.2504458,F,Hispanic,DPSYC-BA,notEnroll,99.22137011
1.323664866,4.351404143,3.182096978,305.7679453,177.8035638,11070.58379,1331.371631,F,African American,DCOMM-BA,notEnroll,-41.89542002
16.16220031,-0.631092798,-0.883549412,185.295259,122.9411687,11407.14138,-15.58100036,F,Hispanic,DPSYC-BA,notEnroll,-37.00910149
0.410215776,-0.51564629,0.302679113,196.5311116,212.9999224,10680.59459,279.9480121,F,Hispanic,DCDFS-BS,notEnroll,215.0904246
